ChickenBreast,28.04,3.57,0,144
BeefSteak ,28.97,17.37,0,280
Fish(Tuna),23.33,4.9,0,144
Fish(Salmon),18.28,4.32,0,117
Fish(Tilapia),26.15,2.65,0,128

